0,-10488,148
1,-14976,84
2,-16760,144
3,-17912,152
4,-18704,230
5,-19048,266
6,-19416,328
7,-19872,358
8,-20344,342
9,-20696,440
10,-20800,422
11,-20912,468
12,-20864,526
13,-21128,480
14,-21256,558
15,-21072,602
16,-21120,592
17,-21336,564
18,-21272,544
19,-21176,556
20,-21048,586
21,-21288,534
22,-21440,474
23,-21464,568
24,-21320,542
25,-21568,524
26,-21712,546
27,-21584,516
28,-21304,500
29,-21384,548
30,-21544,622
31,-21824,632
32,-21896,606
33,-21912,686
34,-21696,658
35,-21824,608
36,-21656,630
37,-21808,656
38,-21848,686
39,-21672,704
40,-21920,734
41,-21984,686
42,-22320,720
43,-21984,650
44,-22312,674
45,-22200,660
46,-22136,644
47,-22136,576
48,-22208,520
49,-21928,512
50,-22232,514
51,-22136,462
52,-22224,446
53,-22000,458
54,-22008,520
55,-22048,442
56,-21896,462
57,-22152,492
58,-22208,584
59,-22104,596
60,-22304,540
61,-22224,584
62,-22120,536
63,-22352,532
64,-22344,616
65,-22312,550
66,-22248,614
67,-22336,648
68,-22280,698
69,-22176,706
70,-22296,720
71,-22520,684
72,-22368,640
73,-22320,618
74,-22432,662
75,-22584,728
76,-22208,750
77,-22296,738
78,-22488,744
79,-22128,728
80,-22160,746
81,-22376,700
82,-22232,710
83,-22392,724
84,-22192,720
85,-22272,712
86,-22320,746
87,-22408,784
88,-22360,778
89,-22208,770
90,-22464,780
91,-22496,774
92,-22184,726
93,-22440,646
94,-22400,752
95,-22192,808
96,-22368,864
97,-22040,820
98,-22280,900
99,-22208,842
100,-22576,842
101,-22384,790
102,-22336,702
103,-22280,670
104,-22600,632
105,-22432,650
106,-22512,626
107,-22360,658
108,-22496,634
109,-22392,654
110,-22600,678
111,-22576,712
112,-22352,680
113,-22584,668
114,-22344,660
115,-22536,694
116,-22584,704
117,-22376,674
118,-22248,622
119,-22312,636
120,-22568,648
121,-22520,660
122,-22600,688
123,-22688,634
124,-22704,580
125,-22720,558
126,-22624,572
127,-22280,580
128,-22344,572
129,-22440,614
130,-22400,604
131,-22304,566
132,-22232,602
133,-22648,562
134,-22512,512
135,-22560,572
136,-22568,542
137,-22704,538
138,-22400,514
139,-22672,486
140,-22568,520
141,-22536,542
142,-22472,466
143,-22688,492
144,-22448,504
145,-22448,528
146,-22384,466
147,-22376,460
148,-22584,484
149,-22560,424
150,-22240,404
151,-22240,400
152,-22312,310
153,-22392,412
154,-22408,348
155,-22512,374
156,-22264,400
157,-22464,400
158,-22704,408
159,-22568,414
160,-22536,398
161,-22656,440
162,-22680,480
163,-22616,514
164,-22696,492
165,-22560,452
166,-22552,404
167,-22560,400
168,-22368,370
169,-22544,352
170,-22624,342
171,-22632,286
172,-22720,300
173,-22632,272
174,-22368,262
175,-22464,262
176,-22416,304
177,-22592,272
178,-22712,252
179,-22456,212
180,-22496,214
181,-22400,240
182,-22528,316
183,-22768,346
184,-22440,354
185,-22440,380
186,-22336,334
187,-22528,354
188,-22488,424
189,-22472,456
190,-22808,522
191,-22560,554
192,-22568,542
193,-22528,590
194,-22672,592
195,-22616,632
196,-22688,598
197,-22624,586
198,-22592,578
199,-22504,586
200,-22616,602
201,-22488,620
202,-22208,652
203,-22624,668
204,-22592,584
205,-22592,558
206,-22616,510
207,-22640,524
208,-22888,502
209,-22472,564
210,-22560,580
211,-22728,542
212,-22656,570
213,-22536,608
214,-22560,602
215,-22552,592
216,-22808,642
217,-22464,642
218,-22472,650
219,-22384,658
220,-22592,664
221,-22480,708
222,-22512,734
223,-22448,740
224,-22480,736
225,-22512,706
226,-22496,744
227,-22536,726
228,-22680,696
229,-22664,652
230,-22560,624
231,-22488,610
232,-22648,592
233,-22608,544
234,-22440,568
235,-22640,498
236,-22624,450
237,-22432,472
238,-22720,442
239,-22760,444
240,-22512,462
241,-22536,412
242,-22600,456
243,-22520,462
244,-22520,414
245,-22608,424
246,-22600,494
247,-22448,430
248,-22624,460
249,-22744,428
250,-22576,376
251,-22496,332
252,-22464,310
253,-22592,324
254,-22280,342
255,-22432,414
256,-22424,380
257,-22280,380
258,-22568,348
259,-22528,348
260,-22672,374
261,-22536,370
262,-22792,386
263,-22528,342
264,-22664,324
265,-22776,266
266,-22440,246
267,-22488,252
268,-22648,224
269,-22120,208
270,-22784,234
271,-22272,250
272,-22624,262
273,-22784,278
274,-22448,294
275,-22496,298
276,-22424,280
277,-22520,330
278,-22504,386
279,-22592,346
280,-22712,324
281,-22888,278
282,-22560,264
283,-22304,274
284,-22400,240
285,-22336,174
286,-22664,170
287,-22424,142
288,-22440,128
289,-22424,86
290,-22736,138
291,-22376,124
292,-22576,82
293,-22408,44
294,-22392,26
295,-22344,-26
296,-22680,-74
297,-22912,-84
298,-22584,-58
299,-22488,36
300,-22360,102
301,-22448,118
302,-22664,136
303,-22344,94
304,-22456,132
305,-22592,32
306,-22640,82
307,-22544,66
308,-22640,58
309,-22728,92
310,-22952,98
311,-22712,112
312,-22584,70
313,-22568,162
314,-22496,136
315,-22488,66
316,-22544,76
317,-22520,42
318,-22576,76
319,-22544,8
320,-22464,-26
321,-22544,-12
322,-22520,-6
323,-22448,-24
324,-22800,-42
325,-22600,-48
326,-22736,-12
327,-22432,-46
328,-22728,-34
329,-22528,-86
330,-22576,-102
331,-22728,-178
332,-22584,-84
333,-22608,-84
334,-22528,-154
335,-22664,-170
336,-22456,-192
337,-22584,-220
338,-22632,-154
339,-22584,-254
340,-22512,-244
341,-22456,-254
342,-22656,-242
343,-22712,-204
344,-22728,-214
345,-22384,-180
346,-22624,-148
347,-22720,-178
348,-22616,-194
349,-22464,-166
350,-22424,-164
351,-22400,-162
352,-22584,-166
353,-22720,-160
354,-22688,-124
355,-22824,-138
356,-22344,-122
357,-22496,-108
358,-22632,-82
359,-22616,-50
360,-22728,-60
361,-22736,-80
362,-22648,-36
363,-22848,-58
364,-22656,-34
365,-22960,-96
366,-22888,-66
367,-22464,-64
368,-22560,-116
369,-22328,-112
370,-22360,-66
371,-22744,-90
372,-22432,-96
373,-22440,-106
374,-22552,-126
375,-22608,-140
376,-22472,-184
377,-22456,-228
378,-22472,-238
379,-22728,-206
380,-22568,-260
381,-22680,-238
382,-22600,-222
383,-22720,-158
384,-22456,-144
385,-22536,-130
386,-22576,-82
387,-22600,-104
388,-22576,-110
389,-22744,-96
390,-22640,-70
391,-22816,-66
392,-22816,-52
393,-22720,-92
394,-22648,0
395,-22664,42
396,-22632,24
397,-22504,22
398,-22776,26
399,-22560,38
400,-22456,46
401,-22256,60
402,-22536,38
403,-22656,20
404,-22592,44
405,-22520,74
406,-22640,90
407,-22456,74
408,-22256,132
409,-22568,126
410,-22472,122
411,-22360,96
412,-22448,28
413,-22432,30
414,-22448,-2
415,-22472,-12
416,-22296,-2
417,-22464,-28
418,-22672,62
419,-22632,150
420,-22352,192
421,-22632,150
422,-22680,160
423,-22680,154
424,-22480,154
425,-22352,116
426,-22552,80
427,-22624,50
428,-22360,30
429,-22760,-14
430,-22504,-60
431,-22520,-14
432,-22504,6
433,-22568,28
434,-22440,102
435,-22584,76
436,-22552,154
437,-22360,138
438,-22504,84
439,-22656,48
440,-22264,96
441,-22392,106
442,-22208,168
443,-22312,238
444,-22576,306
445,-22672,340
446,-22544,332
447,-22664,330
448,-22768,336
449,-22224,266
450,-22464,268
451,-22464,272
452,-22656,286
453,-22608,274
454,-22768,316
455,-22776,334
456,-22656,320
457,-22784,304
458,-22584,268
459,-22536,270
460,-22624,240
461,-22936,280
462,-22624,264
463,-22696,298
464,-22424,270
465,-22504,268
466,-22464,254
467,-22504,258
468,-22560,272
469,-22400,252
470,-22768,290
471,-22624,298
472,-22512,250
473,-22656,240
474,-22520,208
475,-22568,210
476,-22712,252
477,-22584,238
478,-22624,214
479,-22520,266
480,-22520,300
481,-22736,220
482,-22552,200
483,-22344,202
484,-22432,238
485,-22656,222
486,-22672,208
487,-22496,216
488,-22728,236
489,-22704,186
490,-22536,150
491,-22432,204
492,-22624,284
493,-22328,264
494,-22624,246
495,-22320,218
496,-22744,222
497,-22560,216
498,-22832,250
499,-22656,228
