0,24,-32
1,16,-34
2,-120,-82
3,-160,-58
4,-216,-90
5,-208,-84
6,-296,-54
7,-408,-92
8,-440,-96
9,-496,-80
10,-656,-46
11,-712,-38
12,-736,-48
13,-752,-44
14,-768,-46
15,-960,0
16,-1128,110
17,-1160,96
18,-1184,94
19,-1208,84
20,-1224,88
21,-1232,86
22,-1248,88
23,-1224,148
24,-1288,170
25,-1312,178
26,-1368,208
27,-1392,212
28,-1440,220
29,-1520,192
30,-1544,188
31,-1536,190
32,-1536,188
33,-1592,176
34,-1600,174
35,-1624,184
36,-1656,196
37,-1656,198
38,-1696,194
39,-1840,248
40,-1928,268
41,-1960,274
42,-1976,276
43,-1968,278
44,-1992,280
45,-2008,278
46,-2032,272
47,-2064,252
48,-2056,254
49,-2096,264
50,-2144,274
51,-2136,252
52,-2168,242
53,-2192,232
54,-2240,250
55,-2256,196
56,-2240,176
57,-2344,194
58,-2344,196
59,-2424,218
60,-2456,222
61,-2456,224
62,-2488,244
63,-2496,246
64,-2520,188
65,-2528,186
66,-2560,160
67,-2608,170
68,-2624,172
69,-2640,170
70,-2696,162
71,-2736,158
72,-2920,106
73,-2976,132
74,-2944,148
75,-2960,146
76,-3064,214
77,-3144,228
78,-3152,230
79,-3160,232
80,-3168,228
81,-3176,230
82,-3184,206
83,-3200,200
84,-3176,124
85,-3064,42
86,-3056,38
87,-3072,32
88,-3072,34
89,-3088,-56
90,-3072,-72
91,-3056,-66
92,-3120,-86
93,-3120,-90
94,-3112,-88
95,-3096,-72
96,-3096,-68
97,-3208,-40
98,-3256,-30
99,-3280,2
100,-3304,0
101,-3304,2
102,-3320,4
103,-3344,-4
104,-3344,-6
105,-3352,-10
106,-3600,-98
107,-3672,-116
108,-3680,-122
109,-3776,-140
110,-3784,-166
111,-3856,-180
112,-3944,14
113,-3928,10
114,-3968,26
115,-3992,34
116,-3976,44
117,-4032,56
118,-4176,80
119,-4296,32
120,-4416,-78
121,-4480,8
122,-4472,16
123,-4480,172
124,-4568,-176
125,-4568,-174
126,-4616,-160
127,-4752,-208
128,-4792,-238
129,-4880,-220
130,-4904,-216
131,-4912,-218
132,-4920,-220
133,-4968,-198
134,-5256,-16
135,-5280,-12
136,-5528,-328
137,-5544,-332
138,-5696,-406
139,-5712,-380
140,-5768,-358
141,-5872,-376
142,-5984,-346
