0,-11952,-356
1,-16624,-850
2,-18664,-988
3,-19600,-1136
4,-20160,-1314
5,-20608,-1402
6,-20880,-1448
7,-21048,-1526
8,-21304,-1532
9,-21640,-1608
10,-21664,-1602
11,-21848,-1576
12,-21936,-1552
13,-22112,-1534
14,-22016,-1530
15,-22048,-1658
16,-22272,-1688
17,-22496,-1778
18,-22520,-1834
19,-22416,-1812
20,-22520,-1790
21,-22536,-1842
22,-22752,-1958
23,-22784,-1970
24,-22680,-2072
25,-22848,-2156
26,-22880,-2174
27,-22768,-2198
28,-22888,-2200
29,-22928,-2206
30,-23016,-2240
31,-22880,-2240
32,-22984,-2256
33,-22920,-2274
34,-23080,-2270
35,-23104,-2306
36,-23112,-2380
37,-22968,-2376
38,-23112,-2390
39,-23016,-2382
40,-23088,-2390
41,-23144,-2432
42,-23200,-2496
43,-23104,-2470
44,-23008,-2490
45,-22984,-2520
46,-23104,-2568
47,-22896,-2564
48,-23224,-2632
49,-23064,-2660
50,-23256,-2700
51,-23136,-2730
52,-23256,-2760
53,-23176,-2764
54,-23376,-2768
55,-23240,-2776
56,-23184,-2790
57,-23360,-2824
58,-23408,-2840
59,-23224,-2832
60,-23168,-2862
61,-23216,-2884
62,-23280,-2880
63,-23360,-2956
64,-23248,-2966
65,-23344,-2960
66,-23520,-3004
67,-23432,-3002
68,-23480,-3016
69,-23272,-3040
70,-23488,-3072
71,-23472,-3080
72,-23464,-3096
73,-23568,-3114
74,-23448,-3118
75,-23360,-3088
76,-23528,-3082
77,-23568,-3086
78,-23600,-3106
79,-23504,-3110
80,-23608,-3080
81,-23504,-3064
82,-23560,-3066
83,-23512,-3044
84,-23488,-3104
85,-23592,-3128
86,-23496,-3170
87,-23560,-3208
88,-23624,-3262
89,-23608,-3256
90,-23632,-3258
91,-23712,-3306
92,-23552,-3278
93,-23672,-3304
94,-23664,-3358
95,-23640,-3380
96,-23776,-3418
97,-23688,-3404
98,-23824,-3436
99,-23752,-3416
100,-23736,-3426
101,-23672,-3428
102,-23888,-3456
103,-23696,-3438
104,-23792,-3466
105,-23720,-3464
106,-23800,-3480
107,-23784,-3506
108,-23792,-3528
109,-23840,-3560
110,-23992,-3546
111,-23776,-3546
112,-23888,-3592
113,-23904,-3616
114,-23784,-3636
115,-23976,-3646
116,-23920,-3666
117,-23824,-3674
118,-23832,-3694
119,-23928,-3700
120,-23896,-3682
121,-23992,-3702
122,-23840,-3688
123,-24008,-3706
124,-23984,-3698
125,-23976,-3724
126,-23912,-3730
127,-23920,-3740
128,-24024,-3758
129,-23920,-3768
130,-23832,-3776
131,-23944,-3804
132,-24064,-3814
133,-24064,-3830
134,-23968,-3844
135,-24144,-3880
136,-24112,-3888
137,-24032,-3898
138,-24168,-3918
139,-23992,-3916
140,-24120,-3956
141,-24088,-3954
142,-24008,-3948
143,-24128,-3980
144,-24128,-3976
145,-24144,-3998
146,-24216,-4022
147,-24152,-4018
148,-24376,-4050
149,-24304,-4060
150,-24168,-4058
151,-24504,-4090
152,-24312,-4072
153,-24288,-4072
154,-24384,-4080
155,-24336,-4076
156,-24384,-4080
157,-24528,-4092
158,-24344,-4076
159,-24344,-4076
160,-24448,-4082
161,-24312,-4074
162,-24360,-4078
163,-24264,-4070
164,-24416,-4082
165,-24320,-4074
166,-24264,-4068
167,-24336,-4076
168,-24456,-4086
169,-24336,-4076
170,-24432,-4084
171,-24408,-4082
172,-24392,-4080
173,-24312,-4074
174,-24312,-4072
175,-24392,-4080
176,-24336,-4076
177,-24264,-4070
178,-24480,-4088
179,-24408,-4082
180,-24456,-4086
181,-24456,-4086
182,-24200,-4064
183,-24392,-4080
184,-24432,-4084
185,-24384,-4078
186,-24408,-4080
187,-24552,-4094
188,-24368,-4078
189,-24432,-4084
190,-24360,-4078
191,-24320,-4074
192,-24392,-4080
193,-24296,-4072
194,-24360,-4078
195,-24360,-4078
196,-24432,-4084
197,-24408,-4082
198,-24392,-4080
199,-24280,-4070
200,-24432,-4084
201,-24384,-4080
202,-24288,-4072
203,-24456,-4086
204,-24336,-4076
205,-24312,-4074
206,-24288,-4072
207,-24368,-4078
208,-24384,-4080
209,-24344,-4076
210,-24344,-4076
211,-24320,-4074
212,-24480,-4088
213,-24344,-4076
214,-24296,-4072
215,-24368,-4078
216,-24464,-4086
217,-24408,-4082
218,-24360,-4078
219,-24456,-4086
220,-24312,-4074
221,-24368,-4078
222,-24240,-4068
223,-24456,-4086
224,-24344,-4076
225,-24384,-4080
226,-24344,-4076
227,-24360,-4078
228,-24376,-4078
229,-24384,-4080
230,-24432,-4084
231,-24504,-4090
232,-24336,-4076
233,-24360,-4078
234,-24336,-4076
235,-24304,-4072
236,-24456,-4086
237,-24312,-4074
238,-24512,-4090
239,-24336,-4076
240,-24288,-4072
241,-24408,-4082
242,-24360,-4078
243,-24360,-4078
244,-24456,-4086
245,-24464,-4086
246,-24336,-4076
247,-24432,-4084
248,-24248,-4068
249,-24368,-4078
250,-24336,-4076
251,-24248,-4068
252,-24456,-4086
253,-24432,-4084
254,-24384,-4080
255,-24352,-4076
256,-24336,-4076
257,-24384,-4080
258,-24312,-4074
259,-24288,-4072
260,-24408,-4082
261,-24552,-4094
262,-24440,-4084
263,-24408,-4082
264,-24480,-4088
265,-24288,-4070
266,-24432,-4084
267,-24288,-4072
268,-24328,-4074
269,-24288,-4072
270,-24320,-4074
271,-24360,-4078
272,-24480,-4088
273,-24432,-4084
274,-24312,-4074
275,-24504,-4090
276,-24384,-4080
277,-24320,-4074
278,-24432,-4084
279,-24392,-4080
280,-24432,-4084
281,-24432,-4084
282,-24408,-4082
283,-24480,-4088
284,-24456,-4086
285,-24296,-4072
286,-24528,-4092
287,-24432,-4084
288,-24432,-4084
289,-24456,-4086
290,-24272,-4070
291,-24432,-4084
292,-24384,-4080
293,-24408,-4082
294,-24464,-4086
295,-24248,-4068
296,-24384,-4080
297,-24432,-4084
298,-24272,-4070
299,-24432,-4084
300,-24432,-4084
301,-24432,-4084
302,-24432,-4084
303,-24464,-4086
304,-24440,-4084
305,-24384,-4080
306,-24480,-4088
307,-24368,-4078
308,-24360,-4078
309,-24384,-4080
310,-24288,-4072
311,-24288,-4072
312,-24432,-4084
313,-24312,-4074
314,-24408,-4082
315,-24296,-4072
316,-24304,-4072
317,-24432,-4084
318,-24368,-4078
319,-24368,-4078
320,-24336,-4076
321,-24416,-4082
322,-24384,-4080
323,-24408,-4082
324,-24344,-4076
325,-24344,-4074
326,-24288,-4072
327,-24408,-4082
328,-24480,-4088
